Year,quarter,ukos,mode,purpose,package,Age,Sex,duration,Expected spend,country,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Female,4-13 nights,216.66,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Female,28-90 nights,700.00,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Male,4-13 nights,383.19,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Male,4-13 nights,258.70,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Male,14-27 nights,833.29,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Male,28-90 nights,585.00,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Female,14-27 nights,406.75,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,D/K,#NULL!,4-13 nights,525.00,Canada,,,,
2018,Oct-Dec,UK residents,Air,VFR,Non-Independent,45-54,Male,1-3 nights,161.00,Canada,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent, 0-15,Female,14-27 nights,1522.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,16-24,Male,4-13 nights,1064.05,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,16-24,Male,14-27 nights,1467.53,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,16-24,Male,3-6 months,8000.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,16-24,Female,4-13 nights,797.99,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,16-24,Female,14-27 nights,1449.97,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Male,4-13 nights,1134.07,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Male,14-27 nights,1475.55,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Male,28-90 nights,5500.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Female,1-3 nights,500.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Female,4-13 nights,1004.49,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Female,14-27 nights,1614.48,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Female,28-90 nights,3598.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Male,4-13 nights,875.11,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Male,14-27 nights,1352.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Female,4-13 nights,823.98,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Female,14-27 nights,1551.67,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Male,4-13 nights,1040.29,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Male,14-27 nights,993.56,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Female,4-13 nights,1147.88,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Female,14-27 nights,1700.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Male,4-13 nights,1302.30,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Male,14-27 nights,1069.98,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Male,28-90 nights,2934.70,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Female,4-13 nights,904.98,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Female,14-27 nights,1534.84,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Female,28-90 nights,2000.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Male,1-3 nights,78.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Male,4-13 nights,1006.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Male,14-27 nights,1508.98,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Female,4-13 nights,913.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Female,14-27 nights,1247.47,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,#NULL!,4-13 nights,1097.94,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,#NULL!,14-27 nights,1874.82,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,Male,4-13 nights,948.27,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,Male,14-27 nights,1680.09,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,Female,4-13 nights,913.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent, 0-15,Female,14-27 nights,1378.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,16-24,Male,4-13 nights,1006.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,16-24,Male,14-27 nights,2181.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,16-24,Female,4-13 nights,1404.16,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,16-24,Female,14-27 nights,1503.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Male,4-13 nights,1182.65,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Male,14-27 nights,1799.98,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,4-13 nights,1910.26,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,14-27 nights,1534.65,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,4-13 nights,1363.25,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,14-27 nights,2346.16,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,4-13 nights,788.19,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,14-27 nights,1941.45,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,1-3 nights,580.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,4-13 nights,1077.77,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,14-27 nights,1578.60,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Female,4-13 nights,1405.17,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Female,14-27 nights,1547.21,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,4-13 nights,1659.86,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,14-27 nights,2755.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,28-90 nights,1830.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,1-3 nights,314.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,4-13 nights,1054.47,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,1171.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,14-27 nights,1542.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Female,4-13 nights,1052.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Female,14-27 nights,4330.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,D/K,Male,4-13 nights,1164.18,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,D/K,Male,14-27 nights,2326.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,16-24,Female,4-13 nights,380.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,25-34,Male,4-13 nights,3327.93,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,25-34,Male,14-27 nights,466.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,25-34,Male,3-6 months,0.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,25-34,Female,4-13 nights,1392.12,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Male,1-3 nights,434.18,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Male,4-13 nights,1311.43,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Male,28-90 nights,500.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Female,1-3 nights,312.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Female,4-13 nights,1754.91,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,45-54,Male,1-3 nights,1455.78,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,45-54,Male,4-13 nights,1617.65,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,45-54,Female,1-3 nights,1000.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,45-54,Female,4-13 nights,1898.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,55-64,Male,1-3 nights,587.56,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,55-64,Male,4-13 nights,755.27,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,D/K,#NULL!,4-13 nights,1377.87,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,D/K,Male,1-3 nights,867.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Non-Independent,25-34,Male,4-13 nights,1734.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Non-Independent,35-44,Male,4-13 nights,3354.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Non-Independent,35-44,Female,4-13 nights,1517.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Business,Non-Independent,45-54,Male,4-13 nights,1650.24,USA,,,,
2018,Oct-Dec,UK residents,Air,Study,Independent,16-24,Female,3-6 months,4663.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent, 0-15,Male,14-27 nights,47.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,16-24,Male,4-13 nights,300.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,16-24,Female,4-13 nights,322.76,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,16-24,Female,14-27 nights,951.10,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,16-24,Female,28-90 nights,1193.45,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,16-24,Female,3-6 months,0.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Male,1-3 nights,233.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Male,4-13 nights,301.04,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Male,14-27 nights,1208.54,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Female,4-13 nights,561.42,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Female,14-27 nights,905.77,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Female,28-90 nights,33.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Male,4-13 nights,761.67,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Male,28-90 nights,1243.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Female,4-13 nights,491.83,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Female,14-27 nights,373.26,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Male,1-3 nights,200.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Male,4-13 nights,399.88,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Male,14-27 nights,397.28,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Male,6 months-year,0.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Female,1-3 nights,600.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Female,4-13 nights,180.38,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Female,14-27 nights,579.87,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Male,4-13 nights,1002.92,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Female,4-13 nights,810.52,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Female,14-27 nights,1435.92,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Female,28-90 nights,500.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Male,4-13 nights,2732.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Male,14-27 nights,739.19,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Female,4-13 nights,135.44,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Female,14-27 nights,304.76,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,D/K,#NULL!,14-27 nights,686.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,D/K,Male,4-13 nights,533.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Non-Independent,45-54,Female,14-27 nights,889.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Non-Independent,55-64,Female,14-27 nights,365.00,USA,,,,
2018,Oct-Dec,UK residents,Air,VFR,Non-Independent,65 & over,Female,4-13 nights,1422.47,USA,,,,
2018,Oct-Dec,UK residents,Air,Miscellaneous,Independent,16-24,Male,28-90 nights,3263.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Miscellaneous,Independent,25-34,Male,4-13 nights,1650.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Miscellaneous,Independent,35-44,Female,1-3 nights,19.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Miscellaneous,Independent,45-54,Female,4-13 nights,367.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Miscellaneous,Independent,55-64,Female,1-3 nights,3000.00,USA,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,16-24,Female,4-13 nights,4500.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Male,14-27 nights,1500.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,Male,14-27 nights,1155.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent, 0-15,Female,14-27 nights,557.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,16-24,Male,4-13 nights,440.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Male,4-13 nights,969.18,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Male,14-27 nights,688.23,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,4-13 nights,649.25,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,14-27 nights,657.77,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,4-13 nights,810.38,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,14-27 nights,866.02,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,4-13 nights,394.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,14-27 nights,973.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,4-13 nights,601.75,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,14-27 nights,1722.89,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Female,4-13 nights,1021.54,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Female,14-27 nights,1054.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,4-13 nights,779.03,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,14-27 nights,762.31,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,4-13 nights,704.46,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,14-27 nights,1068.01,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,1084.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,14-27 nights,1228.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Female,4-13 nights,304.52,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Female,14-27 nights,1132.78,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,D/K,Male,4-13 nights,784.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,25-34,Female,28-90 nights,300.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Male,1-3 nights,10000.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,45-54,Male,4-13 nights,972.07,Mexico,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Female,4-13 nights,550.00,Mexico,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,25-34,Female,6 months-year,10000.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Female,4-13 nights,700.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Female,14-27 nights,3000.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Male,4-13 nights,500.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Male,14-27 nights,1690.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Male,14-27 nights,667.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Male,14-27 nights,2000.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Female,14-27 nights,2900.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,14-27 nights,847.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,14-27 nights,2279.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,4-13 nights,577.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,4-13 nights,1843.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,2127.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,14-27 nights,7575.35,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Male,4-13 nights,1000.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,35-44,Female,4-13 nights,500.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,55-64,Male,4-13 nights,2371.76,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,65 & over,Male,14-27 nights,1389.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Study,Independent,16-24,Male,3-6 months,5000.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent, 0-15,Female,4-13 nights,500.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Female,14-27 nights,200.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Female,28-90 nights,300.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Male,6 months-year,533.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Female,14-27 nights,533.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,35-44,Female,28-90 nights,1.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,45-54,Male,4-13 nights,50.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Male,14-27 nights,1335.47,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Female,14-27 nights,1250.00,Other Central & Sth.America,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Female,14-27 nights,800.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Male,4-13 nights,548.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,#NULL!,4-13 nights,548.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,#NULL!,14-27 nights,1260.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,Male,4-13 nights,548.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,D/K,Male,14-27 nights,1775.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent, 0-15,Female,4-13 nights,1757.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,4-13 nights,2853.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,14-27 nights,1121.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Female,4-13 nights,384.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,14-27 nights,1963.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,4-13 nights,1531.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,14-27 nights,2056.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,55-64,Male,4-13 nights,250.00,Barbados,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Female,14-27 nights,1017.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,45-54,Male,4-13 nights,618.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,55-64,Female,4-13 nights,641.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Female,28-90 nights,300.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,4-13 nights,678.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,4-13 nights,1077.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,4-13 nights,1390.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,14-27 nights,1355.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,14-27 nights,920.65,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,14-27 nights,655.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Female,14-27 nights,914.50,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Business,Independent,65 & over,Male,28-90 nights,10000.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Business,Non-Independent,25-34,Female,4-13 nights,1394.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,25-34,Male,14-27 nights,200.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,65 & over,Female,4-13 nights,250.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,VFR,Independent,D/K,Male,28-90 nights,1149.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,VFR,Non-Independent,25-34,Male,14-27 nights,70.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,VFR,Non-Independent,35-44,Female,14-27 nights,869.00,Jamaica,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,35-44,Male,4-13 nights,591.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Male,4-13 nights,2500.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Female,4-13 nights,350.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Independent,65 & over,Female,14-27 nights,1380.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,16-24,Male,4-13 nights,841.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Male,14-27 nights,504.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,4-13 nights,714.98,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,25-34,Female,14-27 nights,933.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Male,4-13 nights,403.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,4-13 nights,406.10,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,35-44,Female,14-27 nights,569.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Male,4-13 nights,1595.93,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,45-54,Female,14-27 nights,1066.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,4-13 nights,1773.24,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Male,14-27 nights,2744.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,55-64,Female,4-13 nights,264.08,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Male,4-13 nights,1527.00,Other Caribbean,,,,
2018,Oct-Dec,UK residents,Air,Holiday,Non-Independent,65 & over,Female,4-13 nights,586.00,Other Caribbean,,,,
